Month,AirQualityStation,average_no2,index
2018-06,STA.04.S173,15.703040648097224,48
2018-07,STA.04.S173,16.03577681818674,48
2018-08,STA.04.S173,14.903530517553763,48
2018-09,STA.04.S173,14.505596729,48
2018-10,STA.04.S173,23.028285584765197,48
2018-11,STA.04.S173,19.63173777947149,48
2018-12,STA.04.S173,19.62842074358871,48
2018-01,STA.04.S184,18.548880704952765,49
2018-02,STA.04.S184,30.49270105727952,49
2018-03,STA.04.S184,30.193920830606476,49
2018-04,STA.04.S184,22.309889189216783,49
2018-05,STA.04.S184,22.580258396135136,49
2018-06,STA.04.S184,17.36967207838215,49
2018-07,STA.04.S184,19.181941719634143,49
2018-08,STA.04.S184,17.849798614534414,49
2018-09,STA.04.S184,17.5820707373007,49
2018-10,STA.04.S184,27.99852499467568,49
2018-11,STA.04.S184,23.814740903874128,49
2018-12,STA.04.S184,21.756173526072875,49
2018-01,STA.04.S184,17.451612903225808,50
2018-02,STA.04.S184,26.0,50
2018-03,STA.04.S184,26.766666666666666,50
2018-04,STA.04.S184,20.9,50
2018-05,STA.04.S184,18.93548387096774,50
2018-06,STA.04.S184,14.166666666666666,50
2018-07,STA.04.S184,15.870967741935484,50
2018-08,STA.04.S184,16.129032258064516,50
2018-09,STA.04.S184,14.2,50
2018-10,STA.04.S184,23.64516129032258,50
2018-11,STA.04.S184,20.2,50
2018-12,STA.04.S184,19.41935483870968,50
2018-01,STA.04.S217,19.032258064516128,51
2018-02,STA.04.S217,32.888888888888886,51
2018-03,STA.04.S217,31.166666666666668,51
2018-04,STA.04.S217,22.133333333333333,51
2018-05,STA.04.S217,20.806451612903224,51
2018-06,STA.04.S217,16.733333333333334,51
2018-07,STA.04.S217,16.903225806451612,51
2018-08,STA.04.S217,17.580645161290324,51
2018-09,STA.04.S217,15.833333333333334,51
2018-10,STA.04.S217,24.93548387096774,51
2018-11,STA.04.S217,21.0,51
2018-12,STA.04.S217,21.032258064516128,51
2018-01,STA.04.S217,13.788052057824077,52
2018-02,STA.04.S217,39.2955229986707,52
2018-03,STA.04.S217,35.61848624328841,52
2018-04,STA.04.S217,23.90322053262108,52
2018-05,STA.04.S217,23.254438778132613,52
2018-06,STA.04.S217,18.36108601465181,52
2018-07,STA.04.S217,18.91690149043069,52
2018-08,STA.04.S217,18.96227551827211,52
2018-09,STA.04.S217,18.085837921484597,52
2018-10,STA.04.S217,28.81096237264881,52
2018-11,STA.04.S217,26.19390127712692,52
2018-12,STA.04.S217,24.954898164475807,52
2018-01,STA.04.S404,18.274991272037784,54
2018-02,STA.04.S404,29.54344093964179,54
2018-03,STA.04.S404,28.44240819693352,54
2018-04,STA.04.S404,18.471485482657343,54
2018-05,STA.04.S404,16.76038830991892,54
2018-06,STA.04.S404,13.850588320667594,54
2018-07,STA.04.S404,14.999601305013478,54
2018-08,STA.04.S404,14.19675493611111,54
2018-09,STA.04.S404,14.887093503678322,54
2018-10,STA.04.S404,24.150577232866848,54
2018-11,STA.04.S404,21.796325071952246,54
2018-12,STA.04.S404,19.870238955148647,54
2018-01,STA.04.S406,19.12903225806452,55
2018-02,STA.04.S406,29.785714285714285,55
2018-03,STA.04.S406,30.1,55
2018-04,STA.04.S406,20.566666666666663,55
2018-05,STA.04.S406,17.93548387096774,55
2018-06,STA.04.S406,14.266666666666667,55
2018-07,STA.04.S406,14.806451612903226,55
2018-08,STA.04.S406,15.290322580645162,55
2018-09,STA.04.S406,14.4,55
2018-10,STA.04.S406,23.193548387096776,55
2018-11,STA.04.S406,21.133333333333333,55
2018-12,STA.04.S406,17.806451612903224,55
2018-01,STA.04.S406,18.048863378040817,56
2018-02,STA.04.S406,29.575404378787425,56
2018-03,STA.04.S406,29.353262825844688,56
2018-04,STA.04.S406,19.818625387164804,56
2018-05,STA.04.S406,17.86963035807588,56
2018-06,STA.04.S406,14.23502942058906,56
2018-07,STA.04.S406,14.803786310691994,56
2018-08,STA.04.S406,13.35535985329301,56
2018-09,STA.04.S406,14.056848559226443,56
2018-10,STA.04.S406,26.241462242047685,56
2018-11,STA.04.S406,23.41471573341772,56
2018-12,STA.04.S406,19.20586158659864,56
2018-01,STA.04.S407,13.893004281148649,57
2018-02,STA.04.S407,23.56779752330344,57
2018-03,STA.04.S407,23.56982840396761,57
2018-04,STA.04.S407,15.41082166534916,57
2018-05,STA.04.S407,13.96676925782967,57
2018-06,STA.04.S407,12.323016905381357,57
2018-07,STA.04.S407,15.059402833497884,57
2018-08,STA.04.S407,14.580435005431266,57
2018-09,STA.04.S407,13.942685516081465,57
2018-10,STA.04.S407,23.752158741306125,57
2018-11,STA.04.S407,22.57351901408135,57
2018-12,STA.04.S407,14.443957139155314,57
2018-01,STA.04.S409,14.501853742839838,58
2018-02,STA.04.S409,25.563633043164177,58
2018-03,STA.04.S409,24.862072441696068,58
2018-04,STA.04.S409,13.69097815439206,58
2018-05,STA.04.S409,15.367282651331523,58
2018-06,STA.04.S409,14.073530594430556,58
2018-07,STA.04.S409,14.018689130863695,58
2018-08,STA.04.S409,13.4092203966891,58
2018-09,STA.04.S409,13.25046993965181,58
2018-10,STA.04.S409,23.08231817923284,58
2018-11,STA.04.S409,20.391699192875,58
2018-12,STA.04.S409,15.879109417927324,58
2018-01,STA.04.S415,20.712240860857143,59
2018-02,STA.04.S415,36.947881431912656,59
2018-03,STA.04.S415,33.54762798010781,59
2018-04,STA.04.S415,24.340127135042493,59
2018-05,STA.04.S415,21.09507681239456,59
2018-06,STA.04.S415,18.31057911002801,59
2018-07,STA.04.S415,18.90334270158708,59
2018-01,STA.04.S415,19.774193548387096,60
2018-02,STA.04.S415,29.821428571428573,60
2018-03,STA.04.S415,29.8,60
2018-04,STA.04.S415,24.566666666666663,60
2018-05,STA.04.S415,20.83333333333333,60
2018-01,STA.04.S416,22.096774193548388,61
2018-02,STA.04.S416,31.428571428571427,61
2018-03,STA.04.S416,32.03333333333333,61
2018-04,STA.04.S416,23.73333333333333,61
2018-05,STA.04.S416,23.35483870967742,61
2018-06,STA.04.S416,15.3,61
2018-07,STA.04.S416,15.870967741935484,61
2018-08,STA.04.S416,16.870967741935484,61
2018-09,STA.04.S416,16.566666666666666,61
2018-10,STA.04.S416,24.870967741935484,61
2018-11,STA.04.S416,22.3,61
2018-12,STA.04.S416,19.774193548387096,61
2018-01,STA.04.S416,19.55272338213513,62
2018-02,STA.04.S416,31.128373146330933,62
2018-03,STA.04.S416,,62
2018-04,STA.04.S416,,62
2018-05,STA.04.S416,29.30133751975,62
2018-06,STA.04.S416,19.32240054091794,62
2018-07,STA.04.S416,19.754796800551816,62
2018-08,STA.04.S416,19.69422963125337,62
2018-09,STA.04.S416,20.141039995919225,62
2018-10,STA.04.S416,30.988295852745622,62
2018-11,STA.04.S416,25.21474578803073,62
2018-12,STA.04.S416,21.68491857680593,62
2018-04,STA.04.S418,17.28094726643002,63
2018-05,STA.04.S418,16.55717346372789,63
2018-06,STA.04.S418,12.450177849145655,63
2018-07,STA.04.S418,13.36996281232747,63
2018-08,STA.04.S418,13.220529078159675,63
2018-09,STA.04.S418,12.571224012233149,63
2018-10,STA.04.S418,23.79252103117727,63
2018-11,STA.04.S418,24.77584404948252,63
2018-12,STA.04.S418,11.81653053989145,63
2018-01,STA.04.S431,21.29032258064516,64
2018-02,STA.04.S431,32.17857142857143,64
2018-03,STA.04.S431,34.9,64
2018-04,STA.04.S431,24.433333333333334,64
2018-05,STA.04.S431,22.677419354838708,64
2018-06,STA.04.S431,19.6,64
2018-07,STA.04.S431,19.03333333333333,64
2018-08,STA.04.S431,19.846153846153847,64
2018-09,STA.04.S431,17.8,64
2018-10,STA.04.S431,26.516129032258064,64
2018-11,STA.04.S431,23.133333333333333,64
2018-12,STA.04.S431,23.161290322580644,64
2018-01,STA.04.S431,21.336435113014804,65
2018-02,STA.04.S431,37.44038762474703,65
2018-03,STA.04.S431,37.21279334874832,65
2018-04,STA.04.S431,23.81998312628651,65
2018-05,STA.04.S431,21.72417659670256,65
2018-06,STA.04.S431,20.15473318168524,65
2018-07,STA.04.S431,18.46648117418919,65
2018-08,STA.04.S431,16.735858347526882,65
2018-09,STA.04.S431,17.34387516029207,65
2018-10,STA.04.S431,26.190632005242588,65
2018-11,STA.04.S431,26.767858183361348,65
