Country,Year,Sampling Point Id,Air Quality Station EoI Code,Longitude,Latitude,Altitude,Air Quality Station Area,Air Quality Station Type
Italy,2003,SPO-IT0852A_00001_500,IT0852A,8.826,44.4255,20.0,urban,Industrial
Italy,1999,SPO-IT1156A_00001_500,IT1156A,11.1231,46.0586,198.0,urban,Background
Italy,2004,SPO-IT1602A_00001_500,IT1602A,16.5619,41.2044,10.0,suburban,Background
Italy,2010,SPO-IT1952A_00001_500,IT1952A,18.0,40.48,50.0,suburban,Background
Italy,2009,SPO-IT1710A_00001_500,IT1710A,15.0753,37.5114,70.0,urban,Traffic
Italy,2019,SPO.IT1475A_1_UV-FL_2001-12-12_00:00:00,IT1475A,13.7803,45.6242,27.0,Suburban,Industrial
Italy,2025,SPO.IT2183A_1_UV-FL_2014-09-26_00:00:00,IT2183A,10.3327,43.5689,8.0,Urban,Background
Italy,2021,SPO.IT1278A_1_UV-FL_1998-03-02_00:00:00,IT1278A,8.9839,39.2383,14.0,Suburban,Background
Italy,2015,SPO.IT1213A_1_UV-FL_2015-01-01_00:00:00,IT1213A,12.0619,45.0467,4.0,Urban,Background
Italy,2018,SPO.IT1427A_1_UV-FL_2002-01-01_00:00:00,IT1427A,9.3289,40.3189,511.0,Urban,Background
Italy,2020,SPO.IT1477A_1_UV-FL_2001-12-12_00:00:00,IT1477A,13.7506,45.6086,2.0,Suburban,Industrial
Italy,2022,SPO.IT1347A_1_UV-FL_1994-08-31_00:00:00,IT1347A,8.3603,40.815,15.0,Suburban,Industrial
Italy,2019,SPO.IT1269A_1_UV-FL_1998-03-02_00:00:00,IT1269A,9.0167,39.07,22.0,Suburban,Industrial
Italy,2018,SPO.IT1576A_1_UV-FL_2001-03-29_00:00:00,IT1576A,8.3861,39.2033,25.0,Suburban,Background
Italy,2019,SPO.IT1993A_1_UV-FL_2010-05-24_00:00:00,IT1993A,9.1364,39.2606,15.0,Urban,Background
Italy,2010,SPO.IT1215A_1_UV-FL_2001-01-02_00:00:00,IT1215A,11.7833,45.0747,7.0,urban,Traffic
Italy,2001,SPO-IT1320A_00001_500,IT1320A,17.95,40.5475,41.0,suburban,Industrial
Italy,2001,SPO-IT1326A_00001_500,IT1326A,16.5217,39.5908,-9999.0,suburban,Industrial
Italy,2003,SPO-IT1194A_00001_500,IT1194A,15.7164,41.0497,200.0,suburban,Industrial
Italy,2009,SPO-IT1557A_00001_500,IT1557A,10.3217,43.52,13.0,urban,Background
Italy,1999,SPO-IT1325A_00001_500,IT1325A,16.5853,39.6189,-9999.0,suburban,Industrial
Italy,2006,SPO.IT1590A_1_UV-FL_2004-01-01_00:00:00,IT1590A,12.2386,45.6725,15.0,urban,Background
Italy,2011,SPO.IT1397A_1_UV-FL_1998-03-02_00:00:00,IT1397A,8.9958,39.2269,9.0,suburban,Industrial
Italy,2009,SPO.IT1594A_1_UV-FL_2004-01-14_00:00:00,IT1594A,12.2169,46.1414,401.0,urban,Background
Italy,2009,SPO.IT0448A_1_UV-FL_1994-01-01_00:00:00,IT0448A,12.3139,45.4294,1.0,urban,Background
Italy,2006,SPO.IT1407A_1_UV-FL_1998-03-01_00:00:00,IT1407A,9.0325,40.2372,181.0,suburban,Industrial
Italy,2008,SPO-IT1435A_00001_500,IT1435A,15.325,38.1753,150.0,suburban,Industrial
Italy,2005,SPO-IT1085A_00001_500,IT1085A,9.8064,44.7872,310.0,rural,Background
Italy,2003,SPO-IT0938A_00001_500,IT0938A,14.8083,40.6667,10.0,urban,Traffic
Italy,2008,SPO-IT1453A_00001_500,IT1453A,11.8419,45.3719,13.0,urban,Background
Italy,2012,SPO-IT1693A_00001_500,IT1693A,13.5014,43.6144,1.0,suburban,Industrial
Italy,2012,SPO-IT1762A_00001_500,IT1762A,13.5958,37.3025,180.0,suburban,Background
Italy,1999,SPO-IT0714A_00001_500,IT0714A,9.8178,44.1089,2.0,urban,Traffic
Italy,2010,SPO-IT0615A_00001_500,IT0615A,15.2025,37.1425,35.0,suburban,Industrial
Italy,2001,SPO-IT1257A_00001_500,IT1257A,12.2625,45.0481,-1.0,suburban,Industrial
Italy,2001,SPO-IT1306A_00001_500,IT1306A,12.2211,44.9981,-2.0,suburban,Industrial
Italy,1999,SPO-IT1318A_00001_500,IT1318A,18.0611,40.4944,26.0,suburban,Industrial
Italy,1999,SPO-IT1323A_00001_500,IT1323A,16.627,39.5814,-9999.0,suburban,Industrial
Italy,2008,SPO-IT1593A_00001_500,IT1593A,11.1192,42.7786,10.0,urban,Background
Italy,2001,SPO-IT1319A_00001_500,IT1319A,18.0083,40.4972,37.0,suburban,Industrial
Italy,2005,SPO-IT1217A_00001_500,IT1217A,10.0333,45.1383,45.0,urban,Traffic
Italy,2025,SPO.IT1187A_1_UV-FL_2012-12-19_00:00:00,IT1187A,10.5739,43.8408,10.0,Urban,Background
Italy,2022,SPO.IT2307A_1_UV-FL_2021-03-22_00:00:00,IT2307A,13.5516,37.2992,96.3,Suburban,Background
Italy,2012,SPO-IT1598A_00001_500,IT1598A,15.9094,41.6283,20.0,suburban,Traffic
Italy,2011,SPO-IT1600A_00001_500,IT1600A,15.9286,41.6381,10.0,suburban,Industrial
Italy,2001,SPO-IT1261A_00001_500,IT1261A,11.1375,45.0661,14.0,suburban,Industrial
Italy,2010,SPO-IT1988A_00001_500,IT1988A,16.7781,41.0903,79.0,suburban,Industrial
Italy,2025,SPO.IT1947A_1_UV-FL_2009-07-14_00:00:00,IT1947A,9.0089,39.0667,56.0,Urban,Background
Italy,2019,SPO.IT2090A_1_UV-FL_2015-01-01_00:00:00,IT2090A,16.5468,39.6518,2.0,Rural,Industrial
Italy,2021,SPO.IT1378A_1_UV-FL_1998-03-01_00:00:00,IT1378A,8.5978,39.8989,10.0,Urban,Background
Italy,2021,SPO.IT1992A_1_UV-FL_2010-05-26_00:00:00,IT1992A,8.5414,39.3111,180.0,Urban,Background
Italy,2017,SPO.IT2150A_1_UV-FL_2014-01-01_00:00:00,IT2150A,18.125,40.4033,100.0,Rural,Background
Italy,2017,SPO.IT1773A_1_UV-FL_2006-10-01_00:00:00,IT1773A,12.9522,43.4681,550.0,Rural,Background
Italy,2022,SPO.IT2132A_1_UV-FL_2013-12-18_00:00:00,IT2132A,13.5011,45.8364,10.0,Rural,Background
Italy,2015,SPO.IT1277A_1_UV-FL_1998-03-01_00:00:00,IT1277A,9.6944,40.575,39.0,Urban,Background
Italy,2006,SPO-IT1232A_00001_500,IT1232A,8.2807,44.3824,330.0,suburban,Industrial
Italy,2004,SPO-IT1385A_00001_500,IT1385A,10.1775,45.8739,226.0,suburban,Background
Italy,2001,SPO-IT1258A_00001_500,IT1258A,12.3369,44.9583,-1.0,suburban,Industrial
Italy,2010,SPO-IT1328A_00001_500,IT1328A,12.3081,45.8906,72.0,urban,Background
Italy,2012,SPO-IT1559A_00001_500,IT1559A,10.3272,43.5667,2.0,urban,Industrial
Italy,2006,SPO-IT1716A_00001_500,IT1716A,15.0819,37.5261,114.0,urban,Traffic
Italy,2020,SPO.IT2040A_1_UV-FL_2011-05-19_00:00:00,IT2040A,9.1881,39.2328,8.0,Urban,Background
Italy,2013,SPO.IT1309A_1_UV-FL_2006-01-01_00:00:00,IT1309A,9.5017,40.9283,15.0,Urban,Traffic
Italy,2008,SPO-IT1604A_00001_500,IT1604A,16.7683,41.1094,10.0,suburban,Background
Italy,2009,SPO-IT1714A_00001_500,IT1714A,15.0958,37.5228,50.0,urban,Traffic
Italy,2024,SPO.IT2316A_1_UV-FL_2021-03-30_00:00:00,IT2316A,15.1318,37.0963,129.4,Suburban,Background
Italy,2023,SPO.IT2166A_1_UV-FL_2017-01-01_00:00:00,IT2166A,14.1378,42.3461,50.0,Urban,Background
Italy,2023,SPO.IT2280A_1_UV-FL_2017-06-19_00:00:00,IT2280A,13.7661,45.6405,140.0,Urban,Background
Italy,2006,SPO-IT1713A_00001_500,IT1713A,15.0714,37.4931,30.0,urban,Traffic
Italy,2003,SPO-IT1492A_00001_500,IT1492A,14.2542,40.8497,42.0,urban,Traffic
Italy,2007,SPO-IT1605A_00001_500,IT1605A,16.8167,41.1231,10.0,suburban,Background
Italy,2011,SPO-IT1342A_00001_500,IT1342A,11.1336,45.2561,21.0,urban,Background
Italy,2007,SPO-IT1032A_00001_500,IT1032A,11.8875,44.2908,35.0,urban,Traffic
Italy,2022,SPO.IT1449A_1_UV-FL_2018-01-01_00:00:00,IT1449A,15.2714,38.1746,50.0,Suburban,Background
Italy,2007,SPO-IT1141A_00001_500,IT1141A,12.2067,44.4233,4.0,urban,Industrial
Italy,2003,SPO-IT1564A_00001_500,IT1564A,13.5147,43.6078,5.0,urban,Traffic
Italy,2010,SPO-IT1639A_00001_500,IT1639A,16.8661,41.1008,10.0,urban,Traffic
Italy,2005,SPO-IT1717A_00001_500,IT1717A,15.1058,37.5164,16.0,urban,Traffic
Italy,2020,SPO.IT2049A_1_UV-FL_2011-10-05_00:00:00,IT2049A,9.0114,39.2864,5.0,Urban,Background
Italy,2018,SPO.IT2059A_1_UV-FL_2012-02-01_00:00:00,IT2059A,8.3247,40.5533,25.0,Urban,Background
Italy,2020,SPO.IT2151A_1_UV-FL_2014-01-01_00:00:00,IT2151A,18.0472,40.4894,50.0,Suburban,Background
Italy,2017,SPO.IT1090A_1_UV-FL_1996-10-02_00:00:00,IT1090A,13.7875,45.6232,50.0,Suburban,Background
Italy,2010,SPO-IT0810A_00001_500,IT0810A,14.2083,37.0792,2.0,urban,Traffic
Italy,2016,SPO.IT2010A_1_UV-FL_2011-02-04_00:00:00,IT2010A,8.4053,40.8314,16.0,Urban,Background
Italy,2024,SPO.IT2149A_1_UV-FL_2014-04-01_00:00:00,IT2149A,17.4158,40.7428,200.0,Rural,Background
Italy,2009,SPO-IT1305A_00001_500,IT1305A,13.2344,46.0711,100.0,urban,Traffic
Italy,2005,SPO-IT1670A_00001_500,IT1670A,12.2392,44.1392,37.0,urban,Background
Italy,2014,SPO.IT1476A_1_UV-FL_2001-12-12_00:00:00,IT1476A,13.7808,45.6303,8.0,Urban,Industrial
Italy,2018,SPO.IT1428A_1_UV-FL_1998-03-01_00:00:00,IT1428A,9.3217,40.3206,543.0,Urban,Background
Italy,2019,SPO.IT1994A_1_UV-FL_2010-06-09_00:00:00,IT1994A,8.7942,39.5467,56.0,Urban,Background
Italy,2010,SPO-IT1340A_00001_500,IT1340A,11.2861,45.4,30.0,urban,Background
Italy,2020,SPO.IT1336A_1_UV-FL_1994-01-02_00:00:00,IT1336A,10.9639,45.4453,62.0,Urban,Traffic
Italy,2011,SPO-IT0813A_00001_500,IT0813A,14.2536,37.0703,15.0,urban,Traffic
Italy,2004,SPO-IT1584A_00001_500,IT1584A,15.8019,40.6378,800.0,urban,Traffic
Italy,2021,SPO.IT1575A_1_UV-FL_2001-03-22_00:00:00,IT1575A,8.4303,39.1772,16.0,Suburban,Industrial
Italy,2018,SPO.IT1307A_1_UV-FL_2000-10-14_00:00:00,IT1307A,8.9414,39.3833,20.0,Suburban,Background
Italy,1998,SPO-IT0770A_00001_500,IT0770A,9.0811,45.5428,160.0,urban,Background
Italy,2003,SPO-IT0846A_00001_500,IT0846A,10.3131,45.5047,147.0,suburban,Industrial
Italy,2008,SPO-IT1168A_00001_500,IT1168A,13.3933,45.9733,62.0,suburban,Industrial
Italy,2001,SPO-IT0244A_00001_100,IT0244A,11.2278,45.0336,14.0,rural,Industrial
Italy,2002,SPO-IT1439A_00001_500,IT1439A,11.9206,45.405,10.0,suburban,Background
Italy,2007,SPO-IT1644A_00001_500,IT1644A,10.4536,43.8689,120.0,rural,Background
Italy,2011,SPO-IT2069A_00001_500,IT2069A,15.5486,41.5456,150.0,urban,Background
Italy,2001,SPO-IT1322A_00001_500,IT1322A,18.0167,40.6,16.0,rural,Industrial
Italy,2000,SPO-IT1486A_00001_500,IT1486A,14.3447,41.0844,68.0,urban,Traffic
Italy,2006,SPO-IT0462A_00001_500,IT0462A,13.3706,43.6361,5.0,suburban,Industrial
Italy,2012,SPO.IT1377A_1_UV-FL_1998-03-01_00:00:00,IT1377A,8.5947,39.9092,3.0,urban,Traffic
Italy,2006,SPO.IT1396A_1_UV-FL_1998-03-02_00:00:00,IT1396A,8.3861,39.2086,28.0,suburban,Industrial
Italy,2012,SPO.IT2055A_1_UV-FL_2011-09-09_00:00:00,IT2055A,8.5692,40.7167,220.0,urban,Traffic
Italy,2020,SPO.IT1848A_1_UV-FL_2007-01-15_00:00:00,IT1848A,11.0378,45.59,824.0,Rural,Background
Italy,2022,SPO.IT2263A_1_UV-FL_2016-07-27_00:00:00,IT2263A,13.7838,45.6206,10.0,Suburban,Industrial
Italy,2007,SPO.IT1270A_1_UV-FL_1998-03-02_00:00:00,IT1270A,9.0122,39.0817,15.0,suburban,Industrial
Italy,2016,SPO.IT1938A_1_UV-FL_2009-03-01_00:00:00,IT1938A,16.2452,39.3134,230.0,Urban,Background
Italy,2023,SPO.IT2314A_1_UV-FL_2021-03-29_00:00:00,IT2314A,14.8387,36.7295,15.8,Urban,Background
Italy,2019,SPO.IT2064A_1_UV-FL_2009-06-20_00:00:00,IT2064A,12.6117,43.2739,516.0,Suburban,Industrial
Italy,2018,SPO.IT2031A_1_UV-FL_2009-12-14_00:00:00,IT2031A,17.1142,39.0681,37.0,Urban,Background
Italy,2018,SPO.IT1940A_1_UV-FL_2009-03-01_00:00:00,IT1940A,16.2552,38.2298,11.0,Urban,Background
Italy,2016,SPO.IT2066A_1_UV-FL_2009-06-20_00:00:00,IT2066A,12.5572,43.3583,475.0,Suburban,Industrial
Italy,2015,SPO.IT2112A_1_UV-FL_2014-10-14_00:00:00,IT2112A,17.0103,39.1875,71.0,Suburban,Background
Italy,2015,SPO.IT2094A_1_UV-FL_2015-09-11_00:00:00,IT2094A,16.2345,38.3909,660.0,Rural,Background
Italy,2019,SPO.IT1204A_1_UV-FL_2009-01-09_00:00:00,IT1204A,12.2256,44.42,4.0,Urban,Background
Italy,2024,SPO.IT2110A_1_UV-FL_2014-12-15_00:00:00,IT2110A,16.3868,39.4896,758.0,Urban,Background
Italy,2013,SPO.IT2114A_1_UV-FL_2013-02-06_00:00:00,IT2114A,12.5469,43.3675,623.0,Suburban,Industrial
Italy,2023,SPO.IT2290A_1_UV-FL_2018-02-18_00:00:00,IT2290A,16.0975,40.364,720.0,Rural,Industrial
Italy,2023,SPO.IT1997A_1_UV-FL_2009-01-01_00:00:00,IT1997A,15.2491,38.1906,28.0,Suburban,Background
Italy,2021,SPO.IT2087A_1_UV-FL_2014-10-14_00:00:00,IT2087A,16.2952,38.9596,140.0,Suburban,Background
Italy,2011,SPO.IT2008A_1_UV-FL_2011-02-17_00:00:00,IT2008A,8.6053,39.8853,4.0,urban,Traffic
Italy,2005,SPO-IT0463A_00001_500,IT0463A,13.39,43.6206,90.0,suburban,Industrial
Italy,2018,SPO.IT2287A_1_UV-FL_2018-01-01_00:00:00,IT2287A,13.3465,38.1307,10.0,Urban,Background
Italy,2019,SPO.IT2089A_1_UV-FL_2014-10-14_00:00:00,IT2089A,16.5792,38.9183,370.0,Urban,Background
Italy,2016,SPO.IT1996A_1_UV-FL_2010-04-30_00:00:00,IT1996A,8.7731,40.2564,532.0,Rural,Background
Italy,2019,SPO.IT2148A_1_UV-FL_2014-04-01_00:00:00,IT2148A,17.5125,40.6492,100.0,Suburban,Background
Italy,2019,SPO.IT1166A_1_UV-FL_1998-01-30_00:00:00,IT1166A,13.0111,46.4019,316.0,Urban,Industrial
Italy,2007,SPO-IT1447A_00001_500,IT1447A,10.8661,45.3678,54.0,urban,Traffic
Italy,2008,SPO-IT1712A_00001_500,IT1712A,15.0864,37.5072,26.0,urban,Traffic
Italy,2001,SPO-IT1324A_00001_500,IT1324A,16.5466,39.6018,-9999.0,suburban,Industrial
Italy,2002,SPO-IT1206A_00001_500,IT1206A,11.8892,45.4042,13.0,urban,Traffic
Italy,2003,SPO-IT1311A_00001_500,IT1311A,8.0372,43.8908,7.0,urban,Background
Italy,2018,SPO.IT1871A_1_UV-FL_2008-01-08_00:00:00,IT1871A,11.6658,45.2267,12.0,Suburban,Industrial
Italy,2020,SPO.IT1838A_1_UV-FL_2010-01-01_00:00:00,IT1838A,11.5342,45.5458,35.0,Urban,Traffic
Italy,2015,SPO.IT1091A_1_UV-FL_1996-10-02_00:00:00,IT1091A,13.7944,45.6186,92.0,Suburban,Industrial
Italy,2014,SPO.IT2009A_1_UV-FL_2011-02-09_00:00:00,IT2009A,8.5761,40.7244,275.0,Urban,Background
Italy,2005,SPO-IT1218A_00001_500,IT1218A,8.5222,39.1592,75.0,suburban,Background
Italy,2007,SPO-IT0510A_00001_500,IT0510A,11.9436,44.3925,19.0,suburban,Industrial
Italy,2021,SPO.IT2060A_1_UV-FL_2012-02-01_00:00:00,IT2060A,8.2753,40.8092,61.0,Rural,Background
Italy,2005,SPO-IT1021A_00001_500,IT1021A,10.8311,44.3311,674.0,urban,Traffic
Italy,2000,SPO-IT0589A_00001_500,IT0589A,11.1208,46.1975,228.0,suburban,Background
Italy,2019,SPO.IT2005A_1_UV-FL_2010-10-14_00:00:00,IT2005A,9.4917,40.9275,17.0,Suburban,Background
Italy,1999,SPO-IT1197A_00001_500,IT1197A,15.8019,40.6378,800.0,urban,Traffic
Italy,2014,SPO.IT0461A_1_UV-FL_1985-05-16_00:00:00,IT0461A,13.3875,43.6333,10.0,Suburban,Industrial
Italy,2007,SPO-IT1418A_00001_500,IT1418A,9.4528,45.3353,83.0,rural,Background
Italy,2001,SPO-IT0754A_00001_500,IT0754A,11.105,46.0686,196.0,urban,Background
Italy,2003,SPO-IT1020A_00001_500,IT1020A,9.1739,45.4853,122.0,urban,Background
Italy,2011,SPO-IT2042A_00001_500,IT2042A,16.9006,41.1142,4.0,urban,Background
Italy,2014,SPO.IT2072A_1_UV-FL_2011-01-01_00:00:00,IT2072A,11.5533,45.1039,6.0,Rural,Background
Italy,1999,SPO-IT1275A_00001_500,IT1275A,13.8033,37.9158,,unknown,Industrial
Italy,2020,SPO.IT2011A_1_UV-FL_2011-04-06_00:00:00,IT2011A,9.2164,39.8425,736.0,Rural,Background
Italy,2022,SPO.IT1361A_1_UV-FL_1997-01-01_00:00:00,IT1361A,13.0186,43.8397,20.0,Urban,Traffic
Italy,2022,SPO.IT2245A_1_UV-FL_2018-01-01_00:00:00,IT2245A,12.2128,46.1438,403.0,Urban,Background
Italy,2017,SPO.IT1827A_1_UV-FL_2007-01-01_00:00:00,IT1827A,13.5086,43.6117,100.0,Urban,Background
Italy,2019,SPO.IT2231A_1_UV-FL_2016-01-01_00:00:00,IT2231A,12.2161,45.6588,15.0,Urban,Traffic
Italy,1999,SPO-IT1272A_00001_500,IT1272A,8.4156,39.2156,60.0,suburban,Industrial
Italy,2017,SPO.IT0459A_1_UV-FL_1997-09-02_00:00:00,IT0459A,13.3419,43.5989,15.0,Suburban,Background
Italy,2019,SPO.IT1880A_1_UV-FL_2007-12-01_00:00:00,IT1880A,11.8906,45.4333,11.0,Urban,Traffic
Italy,2022,SPO.IT1998A_1_UV-FL_2010-06-23_00:00:00,IT1998A,8.4325,39.2242,116.0,Suburban,Background
Italy,2007,SPO-IT0638A_00001_500,IT0638A,11.7522,45.2503,10.0,suburban,Industrial
Italy,1999,SPO-IT1253A_00001_500,IT1253A,12.3639,45.0492,-1.0,suburban,Industrial
Italy,2009,SPO-IT1239A_00001_500,IT1239A,10.4672,43.3894,27.0,suburban,Industrial
Italy,2000,SPO-IT1146A_00001_500,IT1146A,8.4783,44.3064,10.0,urban,Traffic
Italy,2006,SPO-IT1649A_00001_500,IT1649A,10.3142,44.8022,55.0,urban,Traffic
Italy,2006,SPO-IT0982A_00001_500,IT0982A,7.3222,45.7378,583.0,urban,Background
Italy,1999,SPO-IT1227A_00001_500,IT1227A,15.1572,37.0964,,unknown,Industrial
Italy,2014,SPO.IT0663A_1_UV-FL_1985-04-02_00:00:00,IT0663A,11.3686,45.7144,190.0,Urban,Background
Italy,2018,SPO.IT2289A_1_UV-FL_2018-01-01_00:00:00,IT2289A,13.4923,43.6059,5.0,Urban,Industrial
Italy,2008,SPO-IT0917A_00001_500,IT0917A,12.1575,44.4539,4.0,rural,Industrial
Italy,2000,SPO-IT1184A_00001_500,IT1184A,12.9466,41.5314,15.0,suburban,Background
Italy,1998,SPO-IT0758A_00001_500,IT0758A,13.2294,46.0606,100.0,urban,Traffic
Italy,2018,SPO.IT1280A_1_UV-FL_1998-03-01_00:00:00,IT1280A,9.6806,39.9294,2.0,Urban,Background
Italy,1998,SPO-IT0743A_00001_500,IT0743A,10.4808,45.4633,188.0,urban,Background
Italy,2013,SPO.IT1862A_1_UV-FL_2007-12-01_00:00:00,IT1862A,12.2183,45.4903,1.0,Urban,Traffic
Italy,2003,SPO-IT0738A_00001_500,IT0738A,10.0731,45.5494,155.0,suburban,Traffic
Italy,2010,SPO-IT1867A_00001_500,IT1867A,10.8422,45.1553,24.0,rural,Industrial
Italy,1977,SPO-IT0415A_00001_100,IT0415A,11.63,44.83,,urban,Unknown
Italy,2001,SPO-IT1312A_00001_500,IT1312A,7.9139,44.0489,256.0,rural,Background
Italy,2006,SPO-IT0816A_00001_500,IT0816A,14.3169,37.0583,38.0,rural,Background
Italy,2023,SPO.IT2325A_1_UV-FL_2014-01-01_00:00:00,IT2325A,13.1466,45.7956,4.0,Rural,Background
Italy,2007,SPO-IT0814A_00001_500,IT0814A,14.3008,37.07,13.0,rural,Background
Italy,2011,SPO-IT0818A_00001_500,IT0818A,14.3972,37.14,290.0,suburban,Background
Italy,1999,SPO-IT1399A_00001_500,IT1399A,13.8161,37.9764,,unknown,Industrial
Italy,2003,SPO-IT1076A_00001_500,IT1076A,13.3022,38.1205,141.0,suburban,Background
Italy,2008,SPO-IT1552A_00001_500,IT1552A,13.3293,38.1217,55.0,urban,Traffic
Italy,2005,SPO-IT1079A_00001_500,IT1079A,13.3542,38.1244,17.0,urban,Traffic
Italy,2008,SPO-IT1691A_00001_500,IT1691A,13.3086,38.1356,69.0,suburban,Traffic
Italy,2000,SPO-IT1080A_00001_500,IT1080A,13.3656,38.1103,16.0,urban,Traffic
Italy,2011,SPO-IT1829A_00001_500,IT1829A,15.5529,38.1983,10.0,urban,Traffic
Italy,2008,SPO-IT1542A_00001_500,IT1542A,9.8467,44.1697,140.0,rural,Background
Italy,2013,SPO.IT1259A_1_UV-FL_1992-03-02_00:00:00,IT1259A,13.0667,46.2208,167.0,Suburban,Industrial
Italy,2004,SPO-IT1543A_00001_500,IT1543A,13.1508,46.3678,510.0,rural,Background
Italy,2011,SPO-IT2036A_00001_500,IT2036A,14.7145,36.9263,598.0,urban,Background
Italy,2004,SPO-IT1099A_00001_500,IT1099A,12.6581,45.9622,28.0,urban,Traffic
Italy,2008,SPO-IT1885A_00001_500,IT1885A,8.9597,44.4333,30.0,urban,Traffic
Italy,2006,SPO-IT1719A_00001_500,IT1719A,15.0442,37.5142,144.0,urban,Traffic
Italy,2008,SPO-IT1846A_00001_500,IT1846A,13.5828,37.3203,231.0,urban,Traffic
Italy,2012,SPO-IT2077A_00001_500,IT2077A,12.2439,45.4994,1.0,urban,Traffic
Italy,1999,SPO-IT1198A_00001_500,IT1198A,15.8117,40.6253,750.0,suburban,Industrial
Italy,2008,SPO-IT1582A_00001_500,IT1582A,8.4452,45.1361,116.0,urban,Background
Italy,2011,SPO-IT2065A_00001_500,IT2065A,12.6117,43.3636,455.0,suburban,Industrial
Italy,2012,SPO-IT1337A_00001_501,IT1337A,10.9903,45.4111,60.0,urban,Traffic
Italy,2006,SPO.IT1220A_1_UV-FL_2000-10-13_00:00:00,IT1220A,8.4547,39.0806,2.0,rural,Background
Italy,2010,SPO-IT1212A_00001_500,IT1212A,12.3342,44.9508,1.0,rural,Background
Italy,2006,SPO-IT1709A_00001_500,IT1709A,15.0611,37.4503,8.0,suburban,Traffic
Italy,2008,SPO-IT1718A_00001_500,IT1718A,15.0972,37.5158,38.0,urban,Traffic
Italy,2006,SPO.IT1651A_1_UV-FL_2003-06-30_00:00:00,IT1651A,13.7878,45.6175,25.0,suburban,Industrial
Italy,2003,SPO-IT0460A_00001_500,IT0460A,13.245,43.5269,100.0,urban,Traffic
Italy,1998,SPO-IT1003A_00001_500,IT1003A,8.9067,44.4831,45.0,urban,Traffic
Italy,1978,SPO-IT0408A_00001_100,IT0408A,12.2231,45.4817,,suburban,Unknown
Italy,2007,SPO-IT1190A_00001_500,IT1190A,9.5664,46.1317,262.0,urban,Background
Italy,1999,SPO-IT1298A_00001_500,IT1298A,8.8869,44.4125,16.0,urban,Industrial
Italy,2007,SPO-IT1288A_00001_500,IT1288A,9.5861,45.3086,64.0,rural,Background
Italy,2003,SPO-IT1035A_00001_500,IT1035A,9.3686,45.6142,194.0,urban,Background
Italy,1999,SPO-IT1369A_00001_500,IT1369A,18.1181,40.4139,38.0,rural,Industrial
Italy,2003,SPO-IT1556A_00001_500,IT1556A,7.6144,43.7903,10.0,suburban,Traffic
Italy,2004,SPO-IT1084A_00001_500,IT1084A,9.4383,45.0622,69.0,urban,Traffic
Italy,2003,SPO-IT0838A_00001_500,IT0838A,9.6781,45.3703,79.0,urban,Background
Italy,1977,SPO-IT0375A_00001_100,IT0375A,7.67,45.08,,urban,Unknown
Italy,2007,SPO-IT1756A_00001_500,IT1756A,13.9383,37.1042,3.0,urban,Traffic
Italy,2006,SPO-IT1763A_00001_500,IT1763A,13.5514,37.2992,97.0,suburban,Industrial
Italy,2012,SPO-IT2051A_00001_500,IT2051A,16.8658,41.0769,130.0,suburban,Background
Italy,1999,SPO-IT0063A_00001_100,IT0063A,10.5342,42.9392,37.0,suburban,Industrial
Kosovo under UNSCR 1244/99,2025,SPO-XK0004A_00001_100,XK0004A,20.8689,42.8918,500.0,Urban,Background
Kosovo under UNSCR 1244/99,2020,SPO-XK0011A_00001_100,XK0011A,21.0733,42.6839,519.0,Urban,Background
Kosovo under UNSCR 1244/99,2022,SPO-XK0005A_00001_100,XK0005A,20.3051,42.6657,500.0,Urban,Background
Kosovo under UNSCR 1244/99,2019,SPO-XK0007A_00001_100,XK0007A,21.0302,42.1882,1803.0,Urban,Background
Kosovo under UNSCR 1244/99,2019,SPO-XK0008A_00001_100,XK0008A,21.296,42.154,399.0,Suburban,Background
Kosovo under UNSCR 1244/99,2023,SPO-XK0002A_00001_100,XK0002A,21.1573,42.6596,583.0,Urban,Background
Kosovo under UNSCR 1244/99,2021,SPO-XK0006A_00001_100,XK0006A,20.7279,42.2199,410.0,Urban,Background
Kosovo under UNSCR 1244/99,2025,SPO-XK0012A_00001_100,XK0012A,21.0833,42.6597,529.0,Suburban,Background
Kosovo under UNSCR 1244/99,2021,SPO-XK0001A_00001_100,XK0001A,21.1371,42.6488,573.0,Suburban,Background
Kosovo under UNSCR 1244/99,2022,SPO-XK0009A_00001_100,XK0009A,21.4604,42.4678,510.0,Urban,Background
Kosovo under UNSCR 1244/99,2022,SPO-XK0003A_00001_100,XK0003A,20.891,42.6253,580.0,Urban,Background
Kosovo under UNSCR 1244/99,2022,SPO-XK0010A_00001_100,XK0010A,21.0528,42.6779,509.0,Suburban,Background
Latvia,2024,SPO-LV00010_00001_100,LV0010R,21.1733,56.1624,18.0,Rural,Background
Latvia,2014,SPO-LV00VN1_00001_100,LV0007A,21.592,57.4046,1.0,Urban,Background
Latvia,2015,SPO-LV00RZ1_00001_101,LV0008A,27.3334,56.5102,157.0,Urban,Traffic
Latvia,2023,SPO-LV00RZ4_00001_100,LV0031A,27.3377,56.511,157.0,Urban,Background
Latvia,2020,SPO-LV0RKE2_00001_500,LV0003A,24.1565,56.9359,7.0,Urban,Background
Latvia,2015,SPO-LV000L1_00001_100,LV0012A,21.0047,56.5232,4.0,Urban,Traffic
