Country,Year,Sampling Point Id,Air Quality Station EoI Code,Longitude,Latitude,Altitude,Air Quality Station Area,Air Quality Station Type
Germany,2022,SPO.DE_DEBW118_PM2_dataGroup2,DEBW118,9.191,48.7881,239.0,Urban,Traffic
Germany,2016,SPO.DE_DEBW152_PM2_dataGroup2,DEBW152,9.2259,49.146,165.0,Urban,Traffic
Germany,2017,SPO.DE_DEBW005_PM2_dataGroup2,DEBW005,8.4653,49.5441,94.0,Suburban,Industrial
Germany,2021,SPO.DE_DEBW147_PM2_dataGroup2,DEBW147,9.2108,48.4893,382.0,Urban,Traffic
Germany,2017,SPO.DE_DEBY002_PM2_dataGroup1,DEBY002,12.1887,50.0582,480.0,Suburban,Background
Germany,2023,SPO.DE_DEBW073_PM2_dataGroup1,DEBW073,7.568,47.819,223.0,Suburban,Background
Germany,2019,SPO.DE_DEBW080_PM2_dataGroup2,DEBW080,8.3872,49.008,119.0,Urban,Traffic
Germany,2018,SPO.DE_DEBY012_PM2_dataGroup1,DEBY012,12.8293,48.1772,420.0,Suburban,Background
Germany,2021,SPO.DE_DEBW024_PM2_dataGroup1,DEBW024,9.1728,48.8992,302.0,Suburban,Background
Germany,2014,SPO.DE_DEBW087_PM2_dataGroup2,DEBW087,9.2076,48.3458,798.0,Rural,Background
Germany,2024,SPO.DE_DEBE126_PM2_dataGroup1,DEBE126,13.4297,52.4838,40.0,Urban,Traffic
Germany,2020,SPO.DE_DEBW015_PM2_dataGroup2,DEBW015,9.2248,49.1655,157.0,Urban,Background
Germany,2019,SPO.DE_DEBW033_PM2_dataGroup2,DEBW033,8.6655,48.889,278.0,Urban,Background
Germany,2021,SPO.DE_DEBY014_PM2_dataGroup1,DEBY014,10.9593,50.2606,291.0,Urban,Traffic
Germany,2024,SPO.DE_DEBW027_PM2_dataGroup2,DEBW027,9.2073,48.4889,385.0,Urban,Background
Germany,2024,SPO.DE_DEBY052_PM2_dataGroup1,DEBY052,10.0083,48.3971,470.0,Urban,Background
Germany,2019,SPO.DE_DEBW023_PM2_dataGroup2,DEBW023,7.6333,47.5882,275.0,Suburban,Background
Germany,2022,SPO.DE_DEBY031_PM2_dataGroup1,DEBY031,10.3066,47.7251,678.0,Suburban,Background
Germany,2015,SPO.DE_DEBY039_PM2_dataGroup1,DEBY039,11.5547,48.1545,521.0,Urban,Background
Germany,2023,SPO.DE_DEBW029_PM2_dataGroup1,DEBW029,10.0963,48.8479,424.0,Suburban,Background
Germany,2020,SPO.DE_DEBY058_PM2_dataGroup1,DEBY058,11.0248,49.4622,300.0,Urban,Background
Germany,2018,SPO.DE_DEBY021_PM2_dataGroup1,DEBY021,11.4288,48.7694,374.0,Urban,Traffic
Germany,2017,SPO.DE_DEBY077_PM2_dataGroup1,DEBY077,9.9564,49.8047,226.0,Suburban,Background
Germany,2013,SPO.DE_DEBY005_PM2_dataGroup1,DEBY005,9.118,49.9915,134.0,Suburban,Background
Germany,2021,SPO.DE_DEBY124_PM2_dataGroup1,DEBY124,10.325,49.4441,362.0,Rural,Background
Germany,2018,SPO.DE_DEBY035_PM2_dataGroup1,DEBY035,9.6889,47.5575,411.0,Urban,Traffic
Germany,2016,SPO.DE_DEBY187_PM2_dataGroup1,DEBY187,10.5977,48.9522,417.0,Suburban,Background
Germany,2017,SPO.DE_DEBW052_PM2_dataGroup2,DEBW052,9.1693,47.6644,403.0,Urban,Background
Germany,2016,SPO.DE_DEBY004_PM2_dataGroup1,DEBY004,9.1715,49.8694,124.0,Suburban,Background
Germany,2018,SPO.DE_DEHE013_PM2_dataGroup2,DEHE013,9.4834,51.3142,180.0,Urban,Background
Germany,2019,SPO.DE_DEBY037_PM2_dataGroup1,DEBY037,11.5649,48.1373,521.0,Urban,Traffic
Germany,2018,SPO.DE_DEBW107_PM2_dataGroup2,DEBW107,9.0512,48.5077,325.0,Suburban,Background
Germany,2014,SPO.DE_DEBW084_PM2_dataGroup2,DEBW084,7.8321,48.0015,262.0,Urban,Background
Germany,2013,SPO.DE_DEBW081_PM2_dataGroup2,DEBW081,8.3556,49.0286,114.0,Urban,Background
Germany,2021,SPO.DE_DEBW125_PM2_dataGroup2,DEBW125,8.5263,49.0037,135.0,Suburban,Traffic
Germany,2022,SPO.DE_DEBW059_PM2_dataGroup1,DEBW059,9.6579,49.6348,177.0,Suburban,Background
Germany,2024,SPO.DE_DEBW046_PM2_dataGroup1,DEBW046,9.8003,48.0899,534.0,Suburban,Background
Germany,2017,SPO.DE_DEBW156_PM2_dataGroup2,DEBW156,8.3906,48.2291,458.0,Urban,Traffic
Germany,2015,SPO.DE_DEBY089_PM2_dataGroup1,DEBY089,11.648,48.1732,513.0,Suburban,Background
Germany,2019,SPO.DE_DEBY067_PM2_dataGroup1,DEBY067,12.1281,49.322,380.0,Suburban,Background
Germany,2016,SPO.DE_DEBW122_PM2_dataGroup2,DEBW122,7.8599,47.9882,289.0,Urban,Traffic
Germany,2014,SPO.DE_DEBY109_PM2_dataGroup1,DEBY109,11.2202,47.9688,700.0,Rural,Background
Germany,2019,SPO.DE_DEBY115_PM2_dataGroup1,DEBY115,11.5365,48.1496,521.0,Urban,Traffic
Germany,2019,SPO.DE_DEBY028_PM2_dataGroup1,DEBY028,11.8792,48.9095,348.0,Urban,Traffic
Germany,2018,SPO.DE_DEBY013_PM2_dataGroup1,DEBY013,12.7814,48.1828,415.0,Rural,Background
Germany,2019,SPO.DE_DEBY007_PM2_dataGroup1,DEBY007,10.8884,48.3766,477.0,Urban,Background
Germany,2022,SPO.DE_DEBY200_PM2_dataGroup1,DEBY200,13.4694,48.5766,302.0,Urban,Traffic
Germany,2020,SPO.DE_DEBY072_PM2_dataGroup1,DEBY072,12.5489,49.4385,755.0,Rural,Background
Germany,2016,SPO.DE_DEHB005_PM2_dataGroup1,DEHB005,8.5694,53.5625,3.0,Urban,Background
Germany,2022,SPO.DE_DEBY053_PM2_dataGroup1,DEBY053,11.0884,49.4459,307.0,Urban,Traffic
Germany,2021,SPO.DE_DEHE037_PM2_dataGroup1,DEHE037,8.2303,50.0772,135.0,Urban,Traffic
Germany,2022,SPO.DE_DEHB012_PM2_dataGroup1,DEHB012,8.7351,53.1317,8.0,Urban,Background
Germany,2013,SPO.DE_DEHB002_PM2_dataGroup1,DEHB002,8.917,53.06,7.0,Urban,Background
Germany,2023,SPO.DE_DEHE040_PM2_dataGroup1,DEHE040,8.6538,49.8695,152.0,Urban,Traffic
Germany,2014,SPO.DE_DEHE008_PM2_dataGroup2,DEHE008,8.7463,50.1253,103.0,Urban,Background
Germany,2015,SPO.DE_DEBY118_PM2_dataGroup1,DEBY118,13.422,48.5736,300.0,Urban,Background
Germany,2020,SPO.DE_DEHE063_PM2_dataGroup1,DEHE063,8.642,49.6432,107.0,Urban,Traffic
Germany,2021,SPO.DE_DEHE022_PM2_dataGroup1,DEHE022,8.245,50.0503,127.0,Urban,Background
Germany,2022,SPO.DE_DEHE001_PM2_dataGroup1,DEHE001,8.6646,49.8723,153.0,Urban,Background
Germany,2017,SPO.DE_DEBY121_PM2_dataGroup1,DEBY121,12.1883,47.6485,469.0,Rural,Traffic
Germany,2021,SPO.DE_DEHE046_PM2_dataGroup1,DEHE046,8.9282,51.4309,343.0,Rural,Background
Germany,2017,SPO.DE_DEHE061_PM2_dataGroup1,DEHE061,8.6686,50.5841,159.0,Urban,Traffic
Germany,2018,SPO.DE_DEHE041_PM2_dataGroup1,DEHE041,8.6919,50.1246,116.0,Urban,Traffic
Germany,2024,SPO.DE_DEMV020_PM2_dataGroup1,DEMV020,12.142,54.0923,1.0,Urban,Traffic
Germany,2021,SPO.DE_DEMV031_PM2_dataGroup1,DEMV031,12.0979,54.1773,2.0,Urban,Industrial
Germany,2016,SPO.DE_DEMV024_PM2_dataGroup1,DEMV024,12.4639,53.3963,116.0,Rural,Background
Germany,2022,SPO.DE_DEHE131_PM2_dataGroup1,DEHE131,8.0599,50.3864,119.0,Urban,Traffic
Germany,2022,SPO.DE_DEHE059_PM2_dataGroup1,DEHE059,9.6849,50.55,269.0,Urban,Traffic
Germany,2023,SPO.DE_DEHE134_PM2_dataGroup1,DEHE134,9.6802,50.5464,270.0,Urban,Background
Germany,2023,SPO.DE_DEHE159_PM2_dataGroup1,DEHE159,8.6349,50.173,140.0,Urban,Background
Germany,2020,SPO.DE_DEHE150_PM2_dataGroup1,DEHE150,8.5945,50.1135,95.0,Urban,Background
Germany,2022,SPO.DE_DENI031_PM2_dataGroup1,DENI031,8.0906,53.5962,2.0,Rural,Background
Germany,2023,SPO.DE_DEHH015_PM2_dataGroup1,DEHH015,10.0212,53.5233,4.0,Urban,Industrial
Germany,2019,SPO.DE_DEHH033_PM2_dataGroup1,DEHH033,9.998,53.6383,13.0,Urban,Background
Germany,2015,SPO.DE_DENI053_PM2_dataGroup1,DENI053,7.9426,52.998,17.0,Suburban,Industrial
Germany,2018,SPO.DE_DEHE062_PM2_dataGroup1,DEHE062,8.7705,50.8072,184.0,Urban,Traffic
Germany,2020,SPO.DE_DEHH008_PM2_dataGroup1,DEHH008,9.9679,53.5641,15.0,Urban,Background
Germany,2022,SPO.DE_DEMV007_PM2_dataGroup1,DEMV007,12.1741,54.1616,5.0,Suburban,Background
Germany,2021,SPO.DE_DENI070_PM2_dataGroup1,DENI070,10.4559,52.1537,93.0,Rural,Industrial
Germany,2023,SPO.DE_DEHE049_PM2_dataGroup1,DEHE049,9.4911,51.3121,172.0,Urban,Traffic
Germany,2022,SPO.DE_DENI075_PM2_dataGroup1,DENI075,10.5406,52.2667,81.0,Urban,Traffic
Germany,2023,SPO.DE_DENW006_PM2_dataGroup3,DENW006,7.5698,51.5922,59.0,Suburban,Background
Germany,2016,SPO.DE_DENW038_PM2_dataGroup3,DENW038,6.8651,51.4535,39.0,Urban,Background
Germany,2024,SPO.DE_DEMV022_PM2_dataGroup1,DEMV022,12.0996,54.0926,9.0,Urban,Traffic
Germany,2021,SPO.DE_DEMV027_PM2_dataGroup1,DEMV027,13.7793,54.0532,6.0,Urban,Traffic
Germany,2023,SPO.DE_DEMV058_PM2_dataGroup1,DEMV058,13.2679,53.5588,16.0,Urban,Traffic
Germany,2023,SPO.DE_DENI043_PM2_dataGroup1,DENI043,7.3175,52.4986,30.0,Suburban,Background
Germany,2021,SPO.DE_DENW071_PM2_dataGroup1,DENW071,6.7324,51.2492,38.0,Urban,Background
Germany,2014,SPO.DE_DENI041_PM2_dataGroup1,DENI041,9.0626,52.1702,54.0,Suburban,Background
Germany,2024,SPO.DE_DENI048_PM2_dataGroup1,DENI048,9.7155,52.3595,66.0,Urban,Traffic
Germany,2022,SPO.DE_DENW066_PM2_dataGroup1,DENW066,6.1958,51.3269,47.0,Rural,Background
Germany,2017,SPO.DE_DENI042_PM2_dataGroup1,DENI042,9.9498,51.5511,170.0,Suburban,Background
Germany,2018,SPO.DE_DEHH059_PM2_dataGroup1,DEHH059,9.9906,53.5079,3.0,Urban,Background
Germany,2021,SPO.DE_DEHH064_PM2_dataGroup1,DEHH064,9.9446,53.5644,16.0,Urban,Traffic
Germany,2018,SPO.DE_DEMV019_PM2_dataGroup2,DEMV019,12.1755,53.7818,17.0,Urban,Background
Germany,2017,SPO.DE_DEHH068_PM2_dataGroup1,DEHH068,10.0539,53.5923,12.0,Urban,Traffic
Germany,2022,SPO.DE_DEMV012_PM2_dataGroup1,DEMV012,14.2574,53.5205,17.0,Rural,Background
Germany,2017,SPO.DE_DENI060_PM2_dataGroup1,DENI060,11.1671,52.957,16.0,Rural,Background
Germany,2017,SPO.DE_DEMV023_PM2_dataGroup1,DEMV023,11.3983,53.6318,58.0,Urban,Traffic
Germany,2020,SPO.DE_DENW095_PM2_dataGroup3,DENW095,7.6116,51.9365,64.0,Urban,Background
Germany,2022,SPO.DE_DEMV021_PM2_dataGroup2,DEMV021,12.08,54.1713,2.0,Urban,Background
Germany,2022,SPO.DE_DEBE068_PM2_dataGroup2,DEBE068,13.4188,52.5136,35.0,Urban,Background
Germany,2013,SPO.DE_DEBW019_PM2_dataGroup2,DEBW019,9.979,48.3968,481.0,Urban,Background
Germany,2022,SPO.DE_DEBE125_PM2_dataGroup1,DEBE125,13.3824,52.5098,40.0,Urban,Traffic
Germany,2020,SPO.DE_DEBW022_PM2_dataGroup2,DEBW022,7.8023,48.5782,136.0,Suburban,Industrial
Germany,2024,SPO.DE_DEMV026_PM2_dataGroup1,DEMV026,13.3421,54.3235,17.0,Rural,Background
Germany,2016,SPO.DE_DEMV004_PM2_dataGroup2,DEMV004,12.0647,53.8178,17.0,Rural,Background
Germany,2023,SPO.DE_DENI066_PM2_dataGroup1,DENI066,9.9502,52.1508,86.0,Urban,Traffic
Germany,2015,SPO.DE_DENI067_PM2_dataGroup1,DENI067,8.0415,52.2703,69.0,Urban,Traffic
Germany,2020,SPO.DE_DENW002_PM2_dataGroup1,DENW002,7.3314,51.6414,56.0,Suburban,Background
Germany,2020,SPO.DE_DEBW013_PM2_dataGroup2,DEBW013,9.2297,48.8088,235.0,Urban,Background
Germany,2020,SPO.DE_DEBE069_PM2_dataGroup1,DEBE069,13.3877,52.4381,50.0,Urban,Traffic
Germany,2024,SPO.DE_DENI077_PM2_dataGroup1,DENI077,9.5546,51.7088,295.0,Rural,Background
Germany,2013,SPO.DE_DENI068_PM2_dataGroup1,DENI068,9.9283,51.5302,150.0,Urban,Traffic
Germany,2024,SPO.DE_DENW029_PM2_dataGroup1,DENW029,7.2086,51.403,95.0,Suburban,Background
Germany,2023,SPO.DE_DENW008_PM2_dataGroup2,DENW008,7.4574,51.5369,71.0,Urban,Background
Germany,2019,SPO.DE_DENW022_PM2_dataGroup1,DENW022,7.1019,51.5336,30.0,Suburban,Background
Germany,2015,SPO.DE_DENW043_PM2_dataGroup3,DENW043,7.0305,51.4512,113.0,Urban,Traffic
Germany,2021,SPO.DE_DEBW076_PM2_dataGroup1,DEBW076,8.2202,48.7731,148.0,Suburban,Background
Germany,2023,SPO.DE_DEBY009_PM2_dataGroup1,DEBY009,10.8877,49.8983,231.0,Urban,Background
Germany,2018,SPO.DE_DENW247_PM2_dataGroup2,DENW247,6.9656,51.4068,155.0,Suburban,Background
Germany,2013,SPO.DE_DENW053_PM2_dataGroup3,DENW053,6.8846,51.0193,46.0,Urban,Background
Germany,2024,SPO.DE_DENW062_PM2_dataGroup1,DENW062,7.0827,50.7536,60.0,Suburban,Background
Germany,2023,SPO.DE_DENW259_PM2_dataGroup1,DENW259,6.4399,51.1694,65.0,Urban,Traffic
Germany,2022,SPO.DE_DEBW112_PM2_dataGroup1,DEBW112,8.9044,48.6456,466.0,Suburban,Background
Germany,2023,SPO.DE_DEBW031_PM2_dataGroup2,DEBW031,7.7645,47.8099,904.0,Rural,Background
Germany,2016,SPO.DE_DEBY001_PM2_dataGroup1,DEBY001,10.5723,49.3049,400.0,Urban,Traffic
Germany,2015,SPO.DE_DEBY099_PM2_dataGroup1,DEBY099,10.9031,48.326,495.0,Suburban,Background
Germany,2023,SPO.DE_DEBW004_PM2_dataGroup1,DEBW004,8.4067,49.0765,109.0,Rural,Background
Germany,2017,SPO.DE_DEBY049_PM2_dataGroup1,DEBY049,11.7778,48.8532,359.0,Rural,Background
Germany,2021,SPO.DE_DEBW010_PM2_dataGroup1,DEBW010,8.7001,49.3007,162.0,Suburban,Background
Germany,2017,SPO.DE_DEBY088_PM2_dataGroup1,DEBY088,12.5382,48.0217,488.0,Suburban,Background
Germany,2022,SPO.DE_DENW068_PM2_dataGroup1,DENW068,8.148,51.5707,108.0,Rural,Background
Germany,2016,SPO.DE_DENW030_PM2_dataGroup1,DENW030,6.6297,51.6729,26.0,Suburban,Background
Germany,2022,SPO.DE_DENI016_PM2_dataGroup1,DENI016,10.4813,51.9016,208.0,Suburban,Background
Germany,2018,SPO.DE_DENW064_PM2_dataGroup3,DENW064,6.281,50.6532,580.0,Rural,Background
Germany,2015,SPO.DE_DEBW098_PM2_dataGroup2,DEBW098,8.472,49.4926,101.0,Urban,Traffic
Germany,2023,SPO.DE_DEBW039_PM2_dataGroup1,DEBW039,8.4636,48.0487,700.0,Suburban,Background
Germany,2023,SPO.DE_DEBE127_PM2_dataGroup1,DEBE127,13.4412,52.4675,35.0,Urban,Traffic
Germany,2016,SPO.DE_DENW074_PM2_dataGroup1,DENW074,6.4693,50.8835,105.0,Rural,Industrial
Germany,2017,SPO.DE_DENW067_PM2_dataGroup3,DENW067,8.5484,52.0232,106.0,Urban,Background
Germany,2024,SPO.DE_DENW065_PM2_dataGroup1,DENW065,8.1919,50.9303,641.0,Rural,Background
Germany,2015,SPO.DE_DENI071_PM2_dataGroup1,DENI071,10.4228,51.6137,273.0,Suburban,Traffic
Germany,2023,SPO.DE_DEBW136_PM2_dataGroup1,DEBW136,9.058,48.5202,340.0,Urban,Traffic
Germany,2022,SPO.DE_DEBW042_PM2_dataGroup1,DEBW042,9.2294,48.6775,370.0,Suburban,Background
Germany,2020,SPO.DE_DEHB013_PM2_dataGroup1,DEHB013,8.6951,53.1177,4.0,Rural,Industrial
Germany,2022,SPO.DE_DENW082_PM2_dataGroup2,DENW082,6.7825,51.2132,45.0,Urban,Traffic
Germany,2014,SPO.DE_DENW094_PM2_dataGroup3,DENW094,6.0938,50.7547,200.0,Urban,Background
Germany,2024,SPO.DE_DENW058_PM2_dataGroup1,DENW058,6.8738,50.8762,92.0,Suburban,Industrial
Germany,2023,SPO.DE_DEBW099_PM2_dataGroup2,DEBW099,9.1807,48.7831,244.0,Urban,Traffic
Germany,2014,SPO.DE_DENW101_PM2_dataGroup3,DENW101,7.4643,51.5196,79.0,Urban,Traffic
Germany,2018,SPO.DE_DENW100_PM2_dataGroup1,DENW100,6.4589,51.17,55.0,Urban,Traffic
Germany,2022,SPO.DE_DENW179_PM2_dataGroup1,DENW179,7.5823,51.4488,118.0,Urban,Background
Germany,2024,SPO.DE_DENW208_PM2_dataGroup1,DENW208,7.0846,51.5279,36.0,Urban,Traffic
Germany,2015,SPO.DE_DERP024_PM2_dataGroup1,DERP024,7.5966,50.3544,68.0,Urban,Traffic
Germany,2017,SPO.DE_DERP028_PM2_dataGroup1,DERP028,7.7299,50.4243,540.0,Rural,Background
Germany,2024,SPO.DE_DENW200_PM2_dataGroup1,DENW200,8.5528,52.0056,137.0,Urban,Traffic
Germany,2021,SPO.DE_DENW188_PM2_dataGroup1,DENW188,6.8636,51.4749,47.0,Urban,Traffic
Germany,2024,SPO.DE_DEBY075_PM2_dataGroup1,DEBY075,12.1594,49.679,400.0,Urban,Background
Germany,2021,SPO.DE_DEHE005_PM2_dataGroup1,DEHE005,8.5425,50.1018,100.0,Urban,Background
Germany,2014,SPO.DE_DENW181_PM2_dataGroup1,DENW181,8.3608,51.443,315.0,Urban,Industrial
Germany,2021,SPO.DE_DENW206_PM2_dataGroup1,DENW206,7.0841,51.1762,222.0,Urban,Traffic
Germany,2017,SPO.DE_DENW338_PM2_dataGroup1,DENW338,6.7354,51.4855,24.0,Urban,Industrial
Germany,2021,SPO.DE_DEBW038_PM2_dataGroup1,DEBW038,9.4857,47.6601,404.0,Urban,Background
Germany,2023,SPO.DE_DENW430_PM2_dataGroup1,DENW430,6.7764,51.2026,42.0,Urban,Traffic
Germany,2021,SPO.DE_DESH058_PM2_dataGroup1,DESH058,10.5405,53.3823,37.0,Urban,Background
Germany,2022,SPO.DE_DESH027_PM2_dataGroup1,DESH027,10.1352,54.3047,8.0,Urban,Traffic
Germany,2021,SPO.DE_DENW355_PM2_dataGroup1,DENW355,7.0109,51.0315,49.0,Urban,Traffic
Germany,2024,SPO.DE_DENW133_PM2_dataGroup1,DENW133,7.4636,51.3628,112.0,Urban,Traffic
Germany,2022,SPO.DE_DERP003_PM2_dataGroup1,DERP003,8.4259,49.4555,98.0,Urban,Industrial
Germany,2024,SPO.DE_DEHE020_PM2_dataGroup1,DEHE020,8.5006,50.5672,150.0,Urban,Background
Germany,2024,SPO.DE_DEHE028_PM2_dataGroup1,DEHE028,8.8173,49.6535,480.0,Rural,Background
Germany,2024,SPO.DE_DEBY198_PM2_dataGroup1,DEBY198,11.4346,48.7426,367.0,Urban,Traffic
Germany,2015,SPO.DE_DERP009_PM2_dataGroup1,DERP009,8.274,49.995,100.0,Urban,Background
Germany,2023,SPO.DE_DENW431_PM2_dataGroup1,DENW431,6.7443,51.2774,40.0,Urban,Background
Germany,2023,SPO.DE_DENW136_PM2_dataGroup1,DENW136,7.4836,51.5235,80.0,Urban,Traffic
Germany,2022,SPO.DE_DEHE018_PM2_dataGroup1,DEHE018,8.4515,50.0103,90.0,Urban,Background
Germany,2013,SPO.DE_DERP027_PM2_dataGroup1,DERP027,8.1378,49.3556,143.0,Urban,Traffic
Germany,2019,SPO.DE_DENW116_PM2_dataGroup1,DENW116,6.6702,51.3426,34.0,Suburban,Industrial
Germany,2021,SPO.DE_DERP041_PM2_dataGroup1,DERP041,8.4439,49.4785,94.0,Urban,Traffic
Germany,2024,SPO.DE_DERP023_PM2_dataGroup1,DERP023,8.3648,49.6288,90.0,Urban,Traffic
Germany,2017,SPO.DE_DERP017_PM2_dataGroup1,DERP017,7.8264,49.2703,600.0,Rural,Background
Germany,2016,SPO.DE_DESH008_PM2_dataGroup1,DESH008,10.2406,54.0932,45.0,Rural,Background
Germany,2024,SPO.DE_DESH022_PM2_dataGroup1,DESH022,9.4381,54.7814,15.0,Urban,Traffic
Germany,2015,SPO.DE_DERP019_PM2_dataGroup1,DERP019,7.7673,49.446,232.0,Urban,Background
Germany,2023,SPO.DE_DEHE051_PM2_dataGroup1,DEHE051,9.9359,50.4977,950.0,Rural,Background
Germany,2024,SPO.DE_DEHE024_PM2_dataGroup1,DEHE024,9.7746,51.2918,607.0,Rural,Background
Germany,2023,SPO.DE_DEHE011_PM2_dataGroup1,DEHE011,8.9216,50.1358,105.0,Urban,Background
Germany,2024,SPO.DE_DEHE044_PM2_dataGroup1,DEHE044,8.061,50.3832,131.0,Urban,Background
Germany,2024,SPO.DE_DEHE050_PM2_dataGroup1,DEHE050,9.2712,51.3608,470.0,Rural,Background
Germany,2023,SPO.DE_DEHE030_PM2_dataGroup1,DEHE030,8.7693,50.8043,180.0,Urban,Background
Germany,2013,SPO.DE_DESN059_PM2_dataGroup2,DESN059,12.2974,51.3179,115.0,Suburban,Background
Germany,2018,SPO.DE_DERP046_PM2_dataGroup1,DERP046,7.4607,50.4314,61.0,Urban,Traffic
Germany,2020,SPO.DE_DEHE112_PM2_dataGroup1,DEHE112,8.2289,50.0721,147.0,Urban,Traffic
Germany,2024,SPO.DE_DENI011_PM2_dataGroup1,DENI011,10.4736,52.2269,98.0,Suburban,Background
Germany,2023,SPO.DE_DEHE052_PM2_dataGroup1,DEHE052,8.4461,50.2219,824.0,Rural,Background
Germany,2024,SPO.DE_DEMV059_PM2_dataGroup1,DEMV059,11.3979,53.6305,56.0,Urban,Traffic
Germany,2013,SPO.DE_DESN092_PM2_dataGroup2,DESN092,13.7302,51.0361,112.0,Urban,Background
Germany,2018,SPO.DE_DESH023_PM2_dataGroup2,DESH023,10.6959,53.8355,12.0,Urban,Background
Germany,2018,SPO.DE_DERP047_PM2_dataGroup1,DERP047,6.6903,49.784,131.0,Suburban,Industrial
Germany,2016,SPO.DE_DESH028_PM2_dataGroup1,DESH028,10.7758,53.6989,10.0,Urban,Traffic
Germany,2014,SPO.DE_DESH025_PM2_dataGroup1,DESH025,9.5118,53.928,11.0,Urban,Traffic
Germany,2021,SPO.DE_DESH057_PM2_dataGroup1,DESH057,10.1056,54.3476,30.0,Urban,Background
Germany,2024,SPO.DE_DEMV028_PM2_dataGroup1,DEMV028,11.476,53.9023,5.0,Urban,Background
Germany,2023,SPO.DE_DEHE135_PM2_dataGroup1,DEHE135,8.5763,50.0755,94.0,Suburban,Background
Germany,2021,SPO.DE_DEHE160_PM2_dataGroup1,DEHE160,8.5659,49.965,99.0,Urban,Background
Germany,2024,SPO.DE_DEHE043_PM2_dataGroup1,DEHE043,8.5168,49.8252,90.0,Rural,Background
Germany,2024,SPO.DE_DENI051_PM2_dataGroup1,DENI051,10.6125,51.7582,939.0,Rural,Background
Germany,2017,SPO.DE_DEST050_PM2_dataGroup1,DEST050,11.9791,51.4962,116.0,Urban,Background
Germany,2018,SPO.DE_DERP010_PM2_dataGroup1,DERP010,8.2611,50.001,85.0,Urban,Traffic
Germany,2023,SPO.DE_DESN004_PM2_dataGroup1,DESN004,14.4438,51.1757,203.0,Urban,Background
Germany,2019,SPO.DE_DEMV017_PM2_dataGroup1,DEMV017,11.3733,53.3074,25.0,Rural,Background
Germany,2024,SPO.DE_DENW010_PM2_dataGroup1,DENW010,7.6938,51.5475,76.0,Suburban,Background
Germany,2018,SPO.DE_DESL012_PM2_dataGroup1,DESL012,6.9876,49.2335,192.0,Urban,Background
Germany,2016,SPO.DE_DERP022_PM2_dataGroup1,DERP022,7.8662,49.8412,108.0,Urban,Background
Germany,2020,SPO.DE_DESH015_PM2_dataGroup1,DESH015,9.5303,53.9244,40.0,Urban,Background
Germany,2015,SPO.DE_DESN061_PM2_dataGroup2,DESN061,13.7414,51.0649,112.0,Urban,Traffic
Germany,2014,SPO.DE_DESN025_PM2_dataGroup2,DESN025,12.3772,51.3442,110.0,Urban,Traffic
Germany,2022,SPO.DE_DESN049_PM2_dataGroup1,DESN049,12.6111,50.4313,896.0,Rural,Background
Germany,2023,SPO.DE_DESN020_PM2_dataGroup1,DESN020,14.974,51.1558,210.0,Urban,Traffic
Germany,2016,SPO.DE_DEST104_PM2_dataGroup1,DEST104,11.8914,51.8373,72.0,Rural,Background
Germany,2023,SPO.DE_DEMV025_PM2_dataGroup1,DEMV025,13.081,54.3192,8.0,Urban,Traffic
Germany,2024,SPO.DE_DEST133_PM2_dataGroup1,DEST133,11.9839,51.4758,111.0,Urban,Traffic
Germany,2024,SPO.DE_DEST102_PM2_dataGroup2,DEST102,11.9813,51.4948,118.0,Urban,Traffic
Germany,2015,SPO.DE_DEST075_PM2_dataGroup1,DEST075,11.9834,51.4752,113.0,Urban,Traffic
Germany,2022,SPO.DE_DESN075_PM2_dataGroup1,DESN075,12.1381,50.4861,343.0,Urban,Traffic
Germany,2024,SPO.DE_DETH020_PM2_dataGroup1,DETH020,11.0379,50.9795,195.0,Urban,Background
Germany,2016,SPO.DE_DENI038_PM2_dataGroup1,DENI038,8.0529,52.2553,95.0,Urban,Background
Germany,2022,SPO.DE_DENW078_PM2_dataGroup1,DENW078,6.8199,51.3034,42.0,Suburban,Background
Germany,2024,SPO.DE_DENI020_PM2_dataGroup1,DENI020,10.8164,52.4408,66.0,Suburban,Background
Germany,2024,SPO.DE_DEHE045_PM2_dataGroup1,DEHE045,9.002,49.6725,207.0,Urban,Background
Germany,2024,SPO.DE_DETH027_PM2_dataGroup1,DETH027,11.1346,50.5,840.0,Rural,Background
Germany,2014,SPO.DE_DESN083_PM2_dataGroup2,DESN083,12.9034,50.8457,327.0,Urban,Traffic
Germany,2017,SPO.DE_DEUB004_PM2_dataGroup2,DEUB004,7.904,47.9129,1205.0,Rural,Background
Germany,2015,SPO.DE_DENI054_PM2_dataGroup1,DENI054,9.7061,52.3629,85.0,Urban,Background
Germany,2024,SPO.DE_DEMV060_PM2_dataGroup1,DEMV060,13.2682,53.5461,12.0,Urban,Background
Germany,2021,SPO.DE_DETH093_PM2_dataGroup1,DETH093,11.321,50.9822,224.0,Urban,Background
Germany,2013,SPO.DE_DEST002_PM2_dataGroup1,DEST002,11.8648,52.2684,47.0,Suburban,Background
Germany,2017,SPO.DE_DEUB029_PM2_dataGroup2,DEUB029,10.7694,50.6546,937.0,Rural,Background
Germany,2024,SPO.DE_DEHE032_PM2_dataGroup1,DEHE032,9.8003,50.97,206.0,Urban,Background
