Country,Year,Sampling Point Id,Air Quality Station EoI Code,Longitude,Latitude,Altitude,Air Quality Station Area,Air Quality Station Type,AirQualityStation
Belgium,2001,SPO-BETR731_00008_100,BETR731,3.7395,51.1247,6.0,suburban,Industrial,STA-BETR731
Belgium,2011,SPO-BELHB23_00008_100,BELHB23,4.341,51.1703,13.0,suburban,Background,STA-BELHB23
Belgium,2016,SPO-BETR823_00008_100,BETR823,4.2405,51.2132,0.0,Suburban,Background,STA-BETR823
Belgium,2023,SPO-BETR240_00008_100,BETR240,5.3975,50.5836,135.0,Suburban,Industrial,STA-BETR240
Belgium,2021,SPO-BELR833_00008_100,BELR833,4.3622,51.3277,5.0,Rural,Industrial,STA-BELR833
Belgium,2019,SPO-BETR803_00008_100,BETR803,4.4285,51.2286,0.0,Urban,Background,STA-BETR803
Belgium,2018,SPO-BETE704_00008_100,BETE704,3.8699,51.1761,0.0,Rural,Industrial,STA-BETE704
Belgium,2017,SPO-BETR802_00008_100,BETR802,4.4317,51.2094,6.0,Urban,Traffic,STA-BETR802
Belgium,2006,SPO-BELLD01_00008_100,BELLD01,5.0049,51.11,20.0,suburban,Industrial,STA-BELLD01
Belgium,2013,SPO-BELAL01_00008_100,BELAL01,4.3852,51.2362,0.0,Suburban,Industrial,STA-BELAL01
Belgium,2024,SPO-BETB001_00008_100,BETB001,4.3681,50.8458,64.0,Urban,Traffic,STA-BETB001
Belgium,2023,SPO-BENDU06_00008_100,BENDU06,4.4596,51.2097,0.0,Urban,Traffic,STA-BENDU06
Belgium,2021,SPO-BENGN36_00008_100,BENGN36,3.7096,51.0484,0.0,Urban,Traffic,STA-BENGN36
Belgium,2017,SPO-BENGN37_00008_100,BENGN37,3.7012,51.0651,0.0,Urban,Traffic,STA-BENGN37
Belgium,2018,SPO-BENGN38_00008_100,BENGN38,3.7379,51.058,0.0,Urban,Traffic,STA-BENGN38
Belgium,2023,SPO-BENGN40_00008_100,BENGN40,3.7377,51.0393,0.0,Urban,Traffic,STA-BENGN40
Belgium,2017,SPO-BENGN42_00008_100,BENGN42,3.709,51.0536,0.0,Urban,Traffic,STA-BENGN42
Belgium,2020,SPO-BENGN43_00008_100,BENGN43,3.7361,51.0441,0.0,Urban,Traffic,STA-BENGN43
Belgium,2021,SPO-BENGN45_00008_100,BENGN45,3.7334,51.0566,0.0,Urban,Traffic,STA-BENGN45
Belgium,2022,SPO-BENGN47_00008_100,BENGN47,3.7222,51.0451,0.0,Urban,Traffic,STA-BENGN47
Belgium,2020,SPO-BENGN50_00008_100,BENGN50,3.7314,51.0533,0.0,Urban,Traffic,STA-BENGN50
Belgium,2018,SPO-BENGN51_00008_100,BENGN51,3.7248,51.0621,0.0,Urban,Traffic,STA-BENGN51
Belgium,2017,SPO-BENGN53_00008_100,BENGN53,3.7138,51.0548,0.0,Urban,Traffic,STA-BENGN53
Belgium,2023,SPO-BENAT20_00008_100,BENAT20,4.4007,51.208,0.0,Urban,Traffic,STA-BENAT20
Belgium,2023,SPO-BENAT37_00008_100,BENAT37,4.4036,51.2174,0.0,Urban,Traffic,STA-BENAT37
Belgium,2020,SPO-BENAT38_00008_100,BENAT38,4.4102,51.2272,0.0,Urban,Traffic,STA-BENAT38
Belgium,2018,SPO-BENAT40_00008_100,BENAT40,4.4111,51.2111,0.0,Urban,Traffic,STA-BENAT40
Belgium,2021,SPO-BENAT43_00008_100,BENAT43,4.4236,51.2332,0.0,Urban,Traffic,STA-BENAT43
Belgium,2022,SPO-BENAT47_00008_100,BENAT47,4.4183,51.2217,0.0,Urban,Traffic,STA-BENAT47
Belgium,2021,SPO-BENBT04_00008_100,BENBT04,4.45,51.202,0.0,Urban,Traffic,STA-BENBT04
Belgium,2019,SPO-BENAT29_00008_100,BENAT29,4.3996,51.195,0.0,Urban,Traffic,STA-BENAT29
Belgium,2022,SPO-BENAT41_00008_100,BENAT41,4.4232,51.2019,0.0,Urban,Traffic,STA-BENAT41
Belgium,2018,SPO-BENAT45_00008_100,BENAT45,4.4333,51.2217,0.0,Urban,Traffic,STA-BENAT45
Belgium,2017,SPO-BENAT39_00008_100,BENAT39,4.44,51.2138,0.0,Urban,Traffic,STA-BENAT39
Belgium,2020,SPO-BENAT49_00008_100,BENAT49,4.3842,51.1876,0.0,Urban,Traffic,STA-BENAT49
Belgium,2022,SPO-BENGN39_00008_100,BENGN39,3.6936,51.0574,0.0,Urban,Traffic,STA-BENGN39
Belgium,2018,SPO-BENGN44_00008_100,BENGN44,3.7367,51.0485,0.0,Urban,Traffic,STA-BENGN44
Belgium,2020,SPO-BENAT48_00008_100,BENAT48,4.4023,51.2014,0.0,Urban,Traffic,STA-BENAT48
Belgium,2022,SPO-BENAT46_00008_100,BENAT46,4.4368,51.2261,0.0,Urban,Traffic,STA-BENAT46
Belgium,2023,SPO-BENGN46_00008_100,BENGN46,3.7114,51.0595,0.0,Urban,Traffic,STA-BENGN46
Belgium,2021,SPO-BENGN48_00008_100,BENGN48,3.7193,51.0465,0.0,Urban,Traffic,STA-BENGN48
Belgium,2023,SPO-BENDU05_00008_100,BENDU05,4.4686,51.2175,0.0,Urban,Traffic,STA-BENDU05
Belgium,2020,SPO-BENAL08_00008_100,BENAL08,4.3801,51.2157,0.0,Urban,Traffic,STA-BENAL08
Belgium,2019,SPO-BENGN41_00008_100,BENGN41,3.7059,51.055,0.0,Urban,Traffic,STA-BENGN41
Belgium,2017,SPO-BENGN49_00008_100,BENGN49,3.7064,51.0579,0.0,Urban,Traffic,STA-BENGN49
Belgium,2022,SPO-BENGN55_00008_100,BENGN55,3.7217,51.0567,0.0,Urban,Traffic,STA-BENGN55
Belgium,2023,SPO-BENGN54_00008_100,BENGN54,3.7198,51.0506,0.0,Urban,Traffic,STA-BENGN54
Belgium,2017,SPO-BENGN52_00008_100,BENGN52,3.7274,51.0481,0.0,Urban,Traffic,STA-BENGN52
Belgium,2019,SPO-BENBT03_00008_100,BENBT03,4.4331,51.2131,0.0,Urban,Traffic,STA-BENBT03
Belgium,2018,SPO-BENR818_00008_100,BENR818,4.3505,51.2122,5.0,Suburban,Industrial,STA-BENR818
Bosnia and Herzegovina,2019,SPO-BA0042A_00008_100,BA0042A,18.3637,43.8484,512.0,Urban,Background,STA-BA0042A
Bosnia and Herzegovina,2020,SPO-BA0045A_00008_100,BA0045A,18.5347,44.5332,187.0,Urban,Industrial,STA-BA0045A
Bosnia and Herzegovina,2018,SPO-BA0040A_00008_100,BA0040A,17.2679,44.343,421.0,Urban,Background,STA-BA0040A
Bosnia and Herzegovina,2023,SPO-BA0039A_00008_100,BA0039A,17.932,44.1952,332.0,Urban,Background,STA-BA0039A
Bosnia and Herzegovina,2020,SPO-BA0031A_00008_100,BA0031A,18.6733,44.5406,220.0,Urban,Traffic,STA-BA0031A
Bosnia and Herzegovina,2023,SPO-BA0029A_00008_100,BA0029A,18.4231,43.8675,630.0,Urban,Background,STA-BA0029A
Bosnia and Herzegovina,2022,SPO-BA0050A_00008_100,BA0050A,18.2693,43.96,459.0,Urban,Background,STA-BA0050A
Bosnia and Herzegovina,2020,SPO-BA0048A_00008_100,BA0048A,16.71,44.97,133.0,Urban,Background,STA-BA0048A
Bosnia and Herzegovina,2021,SPO-BA0043A_00008_100,BA0043A,18.3111,43.8301,498.0,Urban,Background,STA-BA0043A
Bosnia and Herzegovina,2021,SPO-BA0047A_00008_100,BA0047A,17.59,45.07,88.0,Urban,Industrial,STA-BA0047A
Bulgaria,2022,SPO-BG0050A_00008_500,BG0050A,23.2968,42.6806,581.0,Urban,Background,STA-BG0050A
Bulgaria,2022,SPO-BG0045A_00008_100,BG0045A,25.9641,43.8514,41.0,Urban,Background,STA-BG0045A
Bulgaria,2017,SPO-BG0079A_00008_100,BG0079A,23.3833,42.6555,0.0,Urban,Traffic,STA-BG0079A
Bulgaria,2017,SPO-BG0071A_00008_100,BG0071A,27.721,42.6598,27.0,Urban,Background,STA-BG0071A
Bulgaria,2009,SPO-BG0041A_00008_500,BG0041A,25.5935,42.0564,103.0,urban,Background,STA-BG0041A
Bulgaria,2024,SPO-BG0075A_00008_100,BG0075A,27.9157,43.2244,83.0,Urban,Background,STA-BG0075A
Bulgaria,2009,SPO-BG0052A_00008_500,BG0052A,23.4002,42.6665,548.0,suburban,Background,STA-BG0052A
Bulgaria,2017,SPO-BG0078A_00008_100,BG0078A,24.788,42.1412,0.0,Urban,Traffic,STA-BG0078A
Bulgaria,2023,SPO-BG0070A_00008_100,BG0070A,23.2439,42.6372,1321.0,Rural,Background,STA-BG0070A
Bulgaria,2023,SPO-BG0083A_00008_100,BG0083A,27.936,43.2173,51.0,Urban,Background,STA-BG0083A
Bulgaria,2008,SPO-BG0055A_00008_100,BG0055A,25.6374,42.4324,208.0,urban,Traffic,STA-BG0055A
Bulgaria,2010,SPO-BG0051A_00008_500,BG0051A,24.7652,42.1429,166.0,urban,Background,STA-BG0051A
Bulgaria,2013,SPO-BG0073A_00008_100,BG0073A,23.2684,42.6698,615.0,Urban,Traffic,STA-BG0073A
Bulgaria,2022,SPO-BG0058A_00008_100,BG0058A,23.0978,42.0019,414.0,Urban,Background,STA-BG0058A
Bulgaria,2020,SPO-BG0080A_00008_500,BG0080A,23.0322,42.6103,0.0,Urban,Background,STA-BG0080A
Bulgaria,2014,SPO-BG0044A_00008_501,BG0044A,27.3751,42.5189,6.0,Urban,Industrial,STA-BG0044A
Bulgaria,2014,SPO-BG0013A_00008_500,BG0013A,27.5872,43.223,20.0,Urban,Background,STA-BG0013A
Bulgaria,2003,SPO-BG0040A_00008_500,BG0040A,23.311,42.7323,534.0,suburban,Background,STA-BG0040A
Bulgaria,2015,SPO-BG0043A_00008_500,BG0043A,23.5574,43.208,363.0,Urban,Background,STA-BG0043A
Bulgaria,2010,SPO-BG0053R_00008_100,BG0053R,24.7381,41.6943,1720.0,rural,Background,STA-BG0053R
Bulgaria,2017,SPO-BG0057A_00008_100,BG0057A,25.6912,43.1265,172.0,Urban,Background,STA-BG0057A
Bulgaria,2015,SPO-BG0056A_00008_100,BG0056A,27.421,42.4566,51.0,Urban,Background,STA-BG0056A
Bulgaria,2012,SPO-BG0026A_00008_501,BG0026A,25.8754,42.1465,136.0,urban,Background,STA-BG0026A
Cyprus,2025,SPO-CY0006A_00008_100,CY0006A,33.3317,35.1269,208.0,Suburban,Background,STA-CY0006A
Cyprus,2015,SPO-CY0002R_00008_100,CY0002R,33.0578,35.038,532.0,Rural,Background,STA-CY0002R
Cyprus,2021,SPO-CY0004A_00008_100,CY0004A,33.3478,35.1519,175.0,Urban,Traffic,STA-CY0004A
Denmark,2003,SPO-DK0046A_00008_100,DK0046A,10.3892,55.3964,25.0,urban,Background,STA-DK0046A
Denmark,2015,SPO-DK0031R_00008_101,DK0031R,8.4274,56.2904,37.0,Rural,Background,STA-DK0031R
Denmark,2017,SPO-DK0012R_00008_100,DK0012R,12.0889,55.6942,3.0,Rural,Background,STA-DK0012R
Denmark,2015,SPO-DK0051A_00008_100,DK0051A,10.2008,56.1506,10.0,Urban,Traffic,STA-DK0051A
Denmark,2025,SPO-DK0056A_00008_100,DK0056A,10.1936,56.1598,21.0,Urban,Background,STA-DK0056A
Denmark,2004,SPO-DK0045A_00008_100,DK0045A,12.5614,55.7003,25.0,urban,Background,STA-DK0045A
Denmark,1988,SPO-DK0030A_00008_100,DK0030A,12.5533,55.6983,5.0,urban,Traffic,STA-DK0030A
Denmark,2005,SPO-DK0034A_00008_110,DK0034A,12.5711,55.6743,5.0,urban,Traffic,STA-DK0034A
Denmark,2016,SPO-DK0058A_00008_100,DK0058A,10.3669,55.398,10.0,Urban,Traffic,STA-DK0058A
Denmark,2021,SPO-DK0053A_00008_100,DK0053A,9.9309,57.0467,30.0,Urban,Background,STA-DK0053A
Denmark,2011,SPO-DK0054A_00008_100,DK0054A,10.7155,54.7545,10.0,rural,Background,STA-DK0054A
Denmark,2017,SPO-DK0057A_00008_100,DK0057A,12.4633,55.632,5.0,Suburban,Background,STA-DK0057A
Estonia,2008,SPO-EE0015A_00008_501,EE0015A,24.6986,59.4569,9.0,urban,Industrial,STA-EE0015A
Estonia,2018,SPO-EE0021A_00008_100,EE0021A,26.7347,58.3706,41.0,Urban,Background,STA-EE0021A
Estonia,2025,SPO-EE0016A_00008_100,EE0016A,26.7589,58.7028,50.0,Rural,Background,STA-EE0016A
Estonia,2024,SPO-EE0019A_00008_100,EE0019A,27.2786,59.4097,60.0,Urban,Industrial,STA-EE0019A
Estonia,2012,SPO-EE0011R_00008_100,EE0011R,21.845,58.3761,6.0,rural,Background,STA-EE0011R
Estonia,2000,SPO-EE0009R_00008_500,EE0009R,25.9306,59.4944,32.0,rural,Background,STA-EE0009R
Estonia,2011,SPO-EE0020A_00008_100,EE0020A,24.7606,59.4311,5.0,urban,Traffic,STA-EE0020A
Estonia,2013,SPO-EE0022A_00008_100,EE0022A,28.1792,59.3762,25.0,Urban,Background,STA-EE0022A
Estonia,2020,SPO-EE0018A_00008_100,EE0018A,24.6495,59.4142,6.0,Urban,Background,STA-EE0018A
Finland,2008,SPO-FI00431_00008_100,FI00431,25.7111,62.2899,143.0,suburban,Background,STA-FI00431
Finland,2021,SPO-FI00621_00008_100,FI00621,24.2833,61.8611,170.0,Rural,Background,STA-FI00621
Finland,2014,SPO-FI00363_00008_100,FI00363,27.6695,62.8936,112.0,Urban,Background,STA-FI00363
Finland,2014,SPO-FI00893_00008_100,FI00893,27.6754,60.53,4.0,Rural,Background,STA-FI00893
Finland,2017,SPO-FI00841_00008_100,FI00841,24.8113,60.2202,9.0,Urban,Traffic,STA-FI00841
Finland,2010,SPO-FI00460_00008_100,FI00460,22.0961,60.4253,6.0,rural,Industrial,STA-FI00460
Finland,2017,SPO-FI00549_00008_100,FI00549,23.7357,61.4987,120.0,Urban,Traffic,STA-FI00549
Finland,2012,SPO-FI00839_00008_100,FI00839,27.6619,62.882,107.0,urban,Traffic,STA-FI00839
Finland,2023,SPO-FI00558_00008_100,FI00558,27.6869,62.8933,87.0,Urban,Traffic,STA-FI00558
Finland,2024,SPO-FI00928_00008_100,FI00928,21.8133,61.4823,2.0,Urban,Traffic,STA-FI00928
Türkiye,2019,SPO-TR770212_0008,TR770212,29.5079,40.7006,22.0,Suburban,Background,STA-TR770212
Türkiye,2018,SPO-TR590231_0008,TR590231,27.5032,40.9773,41.0,Urban,Traffic,STA-TR590231
Türkiye,2018,SPO-TR590522_0008,TR590522,27.8154,41.1807,137.0,Suburban,Industrial,STA-TR590522
Türkiye,2023,SPO-TR770313_0008,TR770313,28.7846,40.5294,98.0,Rural,Background,STA-TR770313
Türkiye,2016,SPO-TR590341_0008,TR590341,27.9802,41.3184,199.0,Urban,Background,STA-TR590341
Türkiye,2022,SPO-TR590441_0008,TR590441,27.8111,41.156,177.0,Urban,Background,STA-TR590441
Türkiye,2019,SPO-TR100241_0008,TR100241,27.975,40.3479,38.0,Urban,Background,STA-TR100241
Türkiye,2015,SPO-TR100313_0008,TR100313,27.9786,40.4897,61.0,Rural,Background,STA-TR100313
Türkiye,2018,SPO-TR100411_0008,TR100411,27.004,39.5996,24.0,Urban,Background,STA-TR100411
Türkiye,2021,SPO-TR100531_0008,TR100531,27.8905,39.6487,132.0,Urban,Traffic,STA-TR100531
Türkiye,2015,SPO-TR110241_0008,TR110241,30.0529,39.904,755.0,Urban,Background,STA-TR110241
Türkiye,2019,SPO-TR140441_0008,TR140441,31.6049,40.7262,715.0,Urban,Background,STA-TR140441
Türkiye,2016,SPO-TR160231_0008,TR160231,29.0805,40.1857,189.0,Urban,Traffic,STA-TR160231
Türkiye,2015,SPO-TR160341_0008,TR160341,29.5002,40.0809,289.0,Urban,Background,STA-TR160341
Türkiye,2018,SPO-TR160421_0008,TR160421,29.2054,40.1954,131.0,Urban,Industrial,STA-TR160421
Türkiye,2021,SPO-TR340141_0008,TR340141,28.7899,41.0955,142.0,Urban,Background,STA-TR340141
Türkiye,2021,SPO-TR340241_0008,TR340241,28.6696,41.0203,36.0,Urban,Background,STA-TR340241
Türkiye,2019,SPO-TR340341_0008,TR340341,28.9748,41.0923,91.0,Urban,Background,STA-TR340341
Türkiye,2017,SPO-TR340411_0008,TR340411,29.059,41.0746,9.0,Rural,Background,STA-TR340411
Türkiye,2020,SPO-TR340531_0008,TR340531,28.9945,41.066,120.0,Urban,Traffic,STA-TR340531
Türkiye,2019,SPO-TR340611_0008,TR340611,28.2555,41.0732,35.0,Urban,Background,STA-TR340611
Türkiye,2021,SPO-TR340741_0008,TR340741,29.2688,40.9845,128.0,Urban,Background,STA-TR340741
Türkiye,2015,SPO-TR340841_0008,TR340841,28.872,41.102,128.0,Urban,Background,STA-TR340841
Türkiye,2021,SPO-TR340913_0008,TR340913,29.5634,41.1705,68.0,Rural,Background,STA-TR340913
Türkiye,2018,SPO-TR341031_0008,TR341031,28.8387,41.0025,33.0,Urban,Traffic,STA-TR341031
Türkiye,2016,SPO-TR341131_0008,TR341131,29.0997,41.0244,151.0,Urban,Traffic,STA-TR341131
Türkiye,2017,SPO-TR341231_0008,TR341231,29.0249,41.0271,44.0,Urban,Traffic,STA-TR341231
Türkiye,2018,SPO-TR160512_0008,TR160512,29.0459,40.1957,143.0,Suburban,Background,STA-TR160512
Türkiye,2016,SPO-TR160613_0008,TR160613,28.8715,40.2234,87.0,Rural,Background,STA-TR160613
Türkiye,2020,SPO-TR170221_0008,TR170221,27.0498,40.0292,82.0,Urban,Industrial,STA-TR170221
Türkiye,2021,SPO-TR170313_0008,TR170313,26.7706,40.4031,12.0,Rural,Background,STA-TR170313
Türkiye,2019,SPO-TR342141_0008,TR342141,28.9828,41.0877,11.0,Urban,Background,STA-TR342141
Türkiye,2019,SPO-TR390213_0008,TR390213,27.7775,41.5635,149.0,Rural,Background,STA-TR390213
Türkiye,2017,SPO-TR390313_0008,TR390313,28.056,41.8852,28.0,Rural,Background,STA-TR390313
Türkiye,2019,SPO-TR390441_0008,TR390441,27.3459,41.3984,56.0,Urban,Background,STA-TR390441
Türkiye,2019,SPO-TR220213_0008,TR220213,26.5373,41.6591,36.0,Urban,Background,STA-TR220213
Türkiye,2022,SPO-TR220341_0008,TR220341,26.6353,40.8512,133.0,Urban,Background,STA-TR220341
Türkiye,2018,SPO-TR260441_0008,TR260441,30.564,39.7578,803.0,Urban,Background,STA-TR260441
Türkiye,2016,SPO-TR410831_0008,TR410831,29.9381,40.7681,17.0,Urban,Traffic,STA-TR410831
Türkiye,2017,SPO-TR410913_0008,TR410913,30.0066,41.1307,33.0,Rural,Background,STA-TR410913
Türkiye,2018,SPO-TR350213_0008,TR350213,26.8329,38.2034,35.0,Rural,Background,STA-TR350213
Türkiye,2017,SPO-TR411021_0008,TR411021,29.7888,40.746,4.0,Urban,Industrial,STA-TR411021
Türkiye,2018,SPO-TR411122_0008,TR411122,29.8845,40.7042,25.0,Urban,Industrial,STA-TR411122
Türkiye,2022,SPO-TR410641_0008,TR410641,30.0077,40.771,8.0,Urban,Background,STA-TR410641
Türkiye,2016,SPO-TR410741_0008,TR410741,29.7946,40.726,3.0,Urban,Background,STA-TR410741
Türkiye,2021,SPO-TR540231_0008,TR540231,30.4099,40.7693,32.0,Urban,Traffic,STA-TR540231
Türkiye,2018,SPO-TR540331_0008,TR540331,30.3969,40.7907,32.0,Urban,Traffic,STA-TR540331
Türkiye,2021,SPO-TR540422_0008,TR540422,30.6502,40.755,29.0,Suburban,Industrial,STA-TR540422
